125.IN-ADDR.ARPA,2,1,15,1
104.IN-ADDR.ARPA,2,1,13,4
_MSDCS.HSR.OFFICE,1,0,
_MSDCS.BMS,0,0,
_MSDCS.AXIO.NET,1,0,
_DOMAINKEY.WORDPRESS.COM,1,0,
ZYX.QQ.COM,1,0,
ZWPLOD.COM.CN,1,0,
ZSDJJ.COM,0,0,
ZOSXK556.SCIENCE,1,0,
ZOOMLGD.COM,0,0,
ZJSR.JUMPLINE.CC,1,0,
ZHUHAI.FANGTOO.COM,1,0,
ZGIRLS.NET,0,0,
ZAJIL.NET,0,0,
Z.MOATADS.COM,1,0,
YXIMGS.COM,0,0,
YUME.COM,0,0,
YUEDU.163.COM,1,0,
YOUTUBE.COM,0,0,
YOUTU.BE,1,0,
YOULAI.CN,0,0,
YICHE.COM,0,0,
YCGSLB.COM,0,0,
Y2002.COM,0,0,
Y.YCGSLB.COM,1,0,
Y.ARIN.NET,1,0,
XYZ,1,0,
XVIDEOS.COM,0,0,
XMPUSH.XIAOMI.COM,1,0,
XKQRGYF6QCPN.JOBFALCON.COM,1,0,
XKBML.COM,0,0,
XJJCT.GOV.CN,1,0,
XGSLB.CN,0,0,
XGOC1M2NYOESFH.WSCLOUDCDN.COM,1,0,
XG4KEN.COM,1,0,
XDWSCACHE.OURWEBCDN.COM,2,0,
XCELLAIR.COM,1,0,
XCAR.COM.CN,1,0,
X4399.COM,0,0,
X.AU,1,0,
WWWJIO.COM,1,0,
WWW.ZSDJJ.COM,1,0,
WWW.YAHOO.COM,1,0,
WWW.XVIDEOS.COM,1,0,
WWW.X4399.COM,1,0,
WWW.WIKIPEDIA.COM,1,0,
WWW.W3.ORG,1,0,
WWW.VIDICS.CH,1,0,
WWW.TWITTER.COM,1,0,
WWW.TAOBAO.COM,3,0,
WWW.SOHU.COM,2,0,
WWW.SGKB.CH,1,0,
WWW.SERVEROUTE.COM,1,0,
WWW.SCHIMMELCHECK.IMMO,1,0,
WWW.SALMONADS.COM,1,0,
WWW.RO123.NET,2,0,
WWW.QQ.COM,4,0,
WWW.QCHANNEL01.CN,1,0,
WWW.ONEPTP.COM,7,0,
WWW.OBLIKAME.CZ,1,0,
WWW.MSN.COM,1,0,
WWW.MEITUAN.COM,1,0,
WWW.LINKEDIN.COM,1,0,
WWW.JSQC8.CN,1,0,
WWW.JIUMENZHAI.COM,1,0,
WWW.JD.COM,1,0,
WWW.ILTERRAZZINOSUBOBOLI.IT,1,0,
WWW.HOWKINDOFYOU.COM,2,0,
WWW.HIK-ONLINE.COM,2,0,
WWW.GOOGLE.SH,1,0,
WWW.GOOGLE.COM,20,0,
WWW.GOOGLE-ANALYTICS.COM,1,0,
WWW.GARBAGEGARAGE.CZ,2,0,
WWW.FUWOO.COM,1,0,
WWW.FIFM.CN,1,0,
WWW.FENG.COM,1,0,
WWW.FANTASYNAMEGENERATORS.COM,1,0,
WWW.ERP.NGO,3,0,
WWW.EBAY.COM,1,0,
WWW.DUBA.NET,1,0,
WWW.DOWNLOADSOUTHMP3.COM,1,0,
WWW.DOREGAMA.COM,1,0,
WWW.DNS2005.COM,3,0,
WWW.DANA-NET.COM,2,0,
WWW.CRICKET24LIVE.COM,1,0,
WWW.CHILLESTMONKEY.COM,1,0,
WWW.CALOTTERY.COM,1,0,
WWW.BSHARE.CN,1,0,
WWW.BOOK265.CN,1,0,
WWW.BING.COM,1,0,
WWW.AUTODESK.COM,1,0,
WWW.AMAZON.COM,1,0,
WWW.ADAALO.COM,1,0,
WWW.989QHBCXSSJ13.COM,1,0,
WWW.848848.CC,1,0,
WWW.51TESTING.NET,1,0,
WWW.360.COM,1,0,
WWW.163.COM,2,0,
WWV.RENREN.COM,1,0,
WWQES.SISUIEOCWS.COM,1,0,
WSWEBPIC.COM,0,0,
WSWEBCDN.COM,0,0,
WSM.360.CN,1,0,
WSDVS.COM,0,0,
WSCLOUDSEC.COM,0,0,
WS1.TUANIMG.COM,1,0,
WS.126.NET,1,0,
WPS.CN,0,0,
WPC.V0CDN.NET,2,0,
WORLDSTREAM.NL,0,0,
WORDPRESS.COM,0,0,
WNS.WINDOWS.COM,1,0,
WINDOWSUPDATE.COM,0,0,
WINDOWS.NET,0,0,
WINDOWS.COM,0,0,
WIKIPEDIA.COM,0,0,
WIFIPORTAL.MEIZU.COM,1,0,
WEDDINGSINTHECITY.COM,0,0,
WEBHOP.ORG,1,0,
WEBCFS01.COM,0,0,
WEB-PROD.JIMDO-PLATFORM.NET,1,0,
WEATHER.OPPOMOBILE.COM,1,0,
WEATHER.HICLOUD.COM,1,0,
WD2GO.COM,0,0,
WAT2DOO.COM,0,0,
WAPHAO123.JOMODNS.COM,1,0,
WAA-TEST-KR.SAMSUNG-SVOICE.COM,1,0,
W3.ORG,0,0,
VTTI.VT.EDU,1,0,
VT.EDU,0,0,
VSSTATIC.COM,1,0,
VPYBFGQRLVBME.COM,1,0,
VODAFONE.COM,0,0,
VIVO.COM.CN,1,0,
VIVERSEMDROGA.COM.BR,1,0,
VITAMIX.COM,1,0,
VIRGILIO.NET,0,0,
VIPSINAAPP.COM,0,0,
VIP188.CDN3000.COM,1,0,
VIP.OLIVEMAIL.NET,1,0,
VIDICS.CH,0,0,
VIDEOPLEX.COM,1,0,
VIDEO.OURDVS.COM,1,0,
VIDEO.IQIYI.COM,1,0,
VIDEO.BORINGVERSE.COM,1,0,
VEVOSTG.COM,0,0,
VENARTS.COM,1,0,
VE,1,0,
VANILLAFORUMS.COM,1,0,
VALUE-DOMAIN.JP,0,0,
V3W.MOJICHINA.COM,1,0,
V0CDN.NET,0,0,
UZ,0,0,
UY,1,0,
UXIP.MEIZU.COM,3,0,
USTDATA.NET,0,0,
USP.CLUB,1,0,
USERVOICE.COM,0,0,
USER.AJKDNS2.COM,1,0,
US1-API.UBS.COM,1,0,
US.SINAIMG.CN,1,0,
US.MCAFEE.COM,1,0,
US-EAST-1.ELASTICBEANSTALK.COM,1,0,
US-EAST-1.AMAZONAWS.COM,1,0,
URS.MICROSOFT.COM,1,0,
UPQZFILE.COM,0,0,
UPGRADE.MY-TRANS.CN,1,0,
UNITRADEPROD.ALIPAY.COM,1,0,
UNIONPAY.COM,0,0,
UNION.IJINSHAN.COM,1,0,
UNI-FRANKFURT.DE,0,0,
UNBLOCKED.CAM,0,0,
UMSNS.COM,0,0,
UMS.ADTECHUS.COM,1,0,
UMEYE.CN,0,0,
UMD.EDU,0,0,
ULTRADNS.ORG,0,0,
ULTRADNS.NET,0,0,
ULTRADNS.COM,0,0,
ULTRADNS.BIZ,1,0,
UI-DNS.DE,0,0,
UI-DNS.COM,0,0,
UCZZD.CN,0,0,
UCLA.EDU,0,0,
U.DNS.PY,1,0,
U.ARIN.NET,1,0,
U-TOKYO.AC.JP,1,0,
TYPHOON.GOV.CN,1,0,
TWO.COM,0,0,
TWITTER.COM,0,0,
TWIMG.COM,0,0,
TVMORE.COM.CN,2,0,
TVAX4.SINAIMG.CN,1,0,
TVAX1.SINAIMG.CN,1,0,
TVA1.SINAIMG.CN,1,0,
TV.WSGLB0.COM,1,0,
TURNERTALK.COM,0,0,
TUANIMG.COM,0,0,
TSJL.CN,1,0,
TRIJITHOST.COM,0,0,
TRANSIP.EU,0,0,
TRACKER.T411.AL,1,0,
TRACKER.SCHOOLSED.COM,1,0,
TR,0,0,
TORUS.COM.TW,1,0,
TORRENTSDOWNLOAD.ORG,1,0,
TOP,0,0,
TOOLS.GOOGLE.COM,2,0,
TIMEWEB.ORG,0,0,
TIMENDATE.COM,0,0,
TIME-IOS.APPLE.COM,1,0,
TIAOU.COM,0,0,
THEHISTOGRAPHER.COM,1,0,
TH,0,0,
TGP.QQ.COM,1,0,
TEX-AN.NET,0,0,
TESTMAIL.COM,1,0,
TEST.ETISALCOM.BH,1,0,
TESLA.COM,1,0,
TERMINATED-DOMAIN1.LOVEREAD.WS,1,0,
TELUGUONE.COM,1,0,
TELSSR.CHINACACHE.NET,1,0,
TELENET-OPS.BE,0,0,
TELEMETRY.MICROSOFT.COM,1,0,
TELECOM.KZ,0,0,
TEAMVIEWER.COM,0,0,
TCMOBO.COM,1,0,
TAIWANJOBS.GOV.TW,1,0,
TAGS.MATHTAG.COM,1,0,
TABOOLA.COM,0,0,
T411.AL,0,0,
SYNDICATION.TWIMG.COM,1,0,
SYNC.YUME.COM,1,0,
SYMCB.COM,0,0,
SWITCHADHUB.COM,0,0,
SWID.SWITCHADHUB.COM,1,0,
SW-HEALTH.ORG,0,0,
SURFEASY.COM,0,0,
SUPPORT.COM,1,0,
SUPL.GOOGLE.COM,1,0,
SUNING.COM,0,0,
SUBWAY.COM,0,0,
SU,0,0,
STORE2.ESELLERATE.NET,1,0,
STOCKHOLM,1,0,
STEREOLIVEHOUSTON.COM,1,0,
STATE.IL.US,1,0,
STAMPCOLLECTIONCENTER.COM,1,0,
STAGING-ORIGIN.WEDDINGSINTHECITY.COM,1,0,
SSLWIDGET.CRITEO.COM,1,0,
SSLJP.PULMUONE.COM,1,0,
SS2.US,1,0,
SRV53.NET,0,0,
SRCHDELIV.COM,0,0,
SQIMG.QQ.COM,1,0,
SPSLOTS.GAUGHAN.NET,1,0,
SPORTSVUE.NET,0,0,
SPIRO.AI,1,0,
SPEEDCDNS.INFO,0,0,
SPCSDNS.NET,0,0,
SPAMCOP.NET,0,0,
SPACEWEB.PRO,0,0,
SPACEWAN.NET,0,0,
SPACE,0,0,
SP-TEST.EBOWER.COM,1,0,
SOSDG.ORG,0,0,
SORBS.NET,0,0,
SONERA.SE,0,0,
SOFTROI.FI,1,0,
SOET.IN,1,0,
SNSSDK.COM,0,0,
SN.BIGDEMO.ME,1,0,
SMARTISAN.COM,0,0,
SLCC.EDU,0,0,
SL,0,0,
SKYPE.NET,0,0,
SKYCABLE.NET,0,0,
SKF.COM,0,0,
SITE,0,0,
SISUIEOCWS.COM,0,0,
SIPIS.ACROBITS.CZ,1,0,
SINCLAIRSTORYLINE.COM,0,0,
SI-TEK.NET,0,0,
SHUTTERFLY.COM,0,0,
SHUB.SANDAI.NET,1,0,
SHUANGFEI.INFO,0,0,
SHOUJI.SOGOU.COM,2,0,
SGSG1468074283.Y2002.COM,1,0,
SGKB.CH,0,0,
SERVICECUT.MEIZU.COM,1,0,
SERVEROUTE.COM,0,0,
SENDERBASE.ORG,0,0,
SECURE.LOGMEIN.COM,1,0,
SECURE-M.BLOOMINGDALES.COM,1,0,
SEC3.APNIC.NET,2,0,
SD.360.CN,1,0,
SCSS-PROD-AN1-NOTIF-2.ADOBESC.COM,1,0,
SCSDNS.COM,0,0,
SCRANTON.EDU,0,0,
SCOLDLY.COM,0,0,
SCLOUD.LETV.COM,1,0,
SCJDMCMSPRD.CLOUDAPP.NET,2,0,
SCHOOLSED.COM,0,0,
SCHIMMELCHECK.IMMO,0,0,
SCBY1.BEFEN.NET,1,0,
SCARBOUR.COM,0,0,
SB-ADFE2KO9.SENDERBASE.ORG,1,0,
SAPBYDESIGN.COM,0,0,
